actual_score,baseline_pred,baseline_error,transformer_pred,transformer_error,word_count
40.0,41.101549740243684,1.1015497402436836,35.14400124549866,4.855998754501343,117
40.0,43.79831046252973,3.7983104625297273,37.49752938747406,2.50247061252594,229
60.0,69.45669125502674,9.45669125502674,69.98438239097595,9.984382390975952,407
70.0,78.16768659714424,8.16768659714424,68.43990683555603,1.5600931644439697,488
70.0,74.46234116900156,4.4623411690015615,77.01318860054016,7.013188600540161,477
60.0,61.05248638584989,1.052486385849889,57.03659653663635,2.9634034633636475,322
40.0,48.59449720425897,8.594497204258971,49.460580945014954,9.460580945014954,219
60.0,52.43976715757636,7.560232842423638,53.54143977165222,6.458560228347778,256
60.0,61.73586626533054,1.735866265330543,59.41690802574158,0.5830919742584229,340
70.0,71.74273452017344,1.7427345201734425,71.1391031742096,1.1391031742095947,410
70.0,63.76935744637591,6.230642553624087,69.9850857257843,0.014914274215698242,339
90.0,85.09678326702864,4.903216732971359,74.21886324882507,15.781136751174927,514
60.0,66.67897777454772,6.678977774547718,58.10750126838684,1.8924987316131592,349
70.0,62.254982491574935,7.7450175084250645,77.83867716789246,7.838677167892456,322
60.0,65.83607594770928,5.836075947709276,65.721994638443,5.721994638442993,336
80.0,72.33423111929878,7.665768880701222,78.6021888256073,1.3978111743927002,406
40.0,46.149020747531885,6.149020747531885,39.11982774734497,0.8801722526550293,126
80.0,69.69625109700459,10.303748902995409,74.91850256919861,5.081497430801392,380
70.0,71.27109604657598,1.2710960465759769,57.500576972961426,12.499423027038574,437
50.0,55.30509179931143,5.305091799311427,55.652862787246704,5.652862787246704,251
90.0,94.26096523557429,4.2609652355742895,83.78792405128479,6.21207594871521,628
40.0,46.379666585794105,6.379666585794105,43.19579303264618,3.195793032646179,160
80.0,75.872639376633,4.127360623366997,78.68956923484802,1.3104307651519775,472
40.0,45.838272105159064,5.838272105159064,40.860387682914734,0.8603876829147339,218
40.0,44.018681017108904,4.018681017108904,41.49376451969147,1.4937645196914673,170
80.0,71.32851141970433,8.671488580295673,78.72936725616455,1.2706327438354492,419
60.0,68.57710019587496,8.577100195874962,75.89203715324402,15.892037153244019,420
70.0,67.90580860834028,2.09419139165972,69.7802722454071,0.2197277545928955,357
40.0,41.84228953875322,1.8422895387532208,52.037566900253296,12.037566900253296,196
60.0,69.36410439501576,9.364104395015758,65.19827842712402,5.198278427124023,321
80.0,70.02852844172708,9.971471558272924,74.2826759815216,5.7173240184783936,441
70.0,70.24056736816627,0.24056736816626767,70.39876580238342,0.39876580238342285,426
80.0,79.72047091122354,0.27952908877645655,81.00265860557556,1.0026586055755615,523
60.0,63.988621373455054,3.9886213734550537,64.96209502220154,4.962095022201538,303
90.0,80.48029032272233,9.519709677277675,74.17389750480652,15.826102495193481,551
70.0,50.670927406304116,19.329072593695884,61.94843053817749,8.05156946182251,229
50.0,57.998051810901686,7.998051810901686,63.41918110847473,13.419181108474731,255
70.0,69.02000619586133,0.9799938041386724,70.29706835746765,0.29706835746765137,371
90.0,77.93063923538753,12.069360764612469,71.4353859424591,18.564614057540894,535
60.0,60.82591736956816,0.8259173695681596,62.55937218666077,2.5593721866607666,296
80.0,66.66385554738541,13.33614445261459,67.32010841369629,12.679891586303711,406
60.0,64.66692496569938,4.66692496569938,65.24381041526794,5.243810415267944,345
70.0,57.8104503273146,12.189549672685402,58.734554052352905,11.265445947647095,321
70.0,67.93765629625648,2.0623437037435224,67.37691760063171,2.623082399368286,387
60.0,62.39212506875066,2.3921250687506586,60.64106822013855,0.6410682201385498,283
70.0,66.82910161471405,3.170898385285952,71.23183608055115,1.2318360805511475,379
80.0,80.31311056112389,0.31311056112389224,80.87475895881653,0.8747589588165283,456
70.0,70.26779555978524,0.2677955597852417,72.31037020683289,2.3103702068328857,463
60.0,60.82006001715613,0.8200600171561305,59.4920814037323,0.5079185962677002,365
60.0,55.651115612062995,4.348884387937005,53.3799946308136,6.620005369186401,257
60.0,56.84916561440868,3.150834385591317,57.91234374046326,2.087656259536743,254
60.0,62.45944902316022,2.459449023160218,74.75197911262512,14.751979112625122,353
60.0,59.089351873947834,0.9106481260521662,55.87572455406189,4.12427544593811,232
70.0,61.43496283306202,8.565037166937977,64.53893780708313,5.46106219291687,362
90.0,79.1090829469725,10.890917053027493,74.63443875312805,15.365561246871948,524
60.0,44.87580171303659,15.124198286963413,47.877237200737,12.122762799263,241
80.0,82.81597194829803,2.815971948298028,78.49661707878113,1.503382921218872,505
50.0,45.01087464105194,4.989125358948058,35.660162568092346,14.339837431907654,241
40.0,48.458195937708425,8.458195937708425,44.11480724811554,4.1148072481155396,241
60.0,56.25952579519531,3.7404742048046913,55.63731789588928,4.362682104110718,279
50.0,51.48667514744788,1.4866751474478832,49.73349869251251,0.2665013074874878,202
80.0,82.15380807967193,2.1538080796719328,77.28492021560669,2.7150797843933105,524
70.0,81.50231563331376,11.502315633313756,70.1936423778534,0.19364237785339355,542
