actual_score,baseline_pred,baseline_error,transformer_pred,transformer_error,word_count
40.0,31.283693828203056,8.716306171796944,35.14400124549866,4.855998754501343,117
40.0,44.28459014400493,4.28459014400493,37.49752938747406,2.50247061252594,229
60.0,70.06259486522735,10.062594865227354,69.98438239097595,9.984382390975952,407
70.0,73.71040916573119,3.7104091657311926,68.43990683555603,1.5600931644439697,488
70.0,69.04586917330221,0.9541308266977921,77.01318860054016,7.013188600540161,477
60.0,62.92379086096521,2.9237908609652123,57.03659653663635,2.9634034633636475,322
40.0,44.62251901736616,4.622519017366159,49.460580945014954,9.460580945014954,219
60.0,55.67763049980329,4.322369500196707,53.54143977165222,6.458560228347778,256
60.0,60.94818316415389,0.9481831641538889,59.41690802574158,0.5830919742584229,340
70.0,71.81113780486815,1.811137804868153,71.1391031742096,1.1391031742095947,410
70.0,63.645140944167004,6.354859055832996,69.9850857257843,0.014914274215698242,339
90.0,87.85814534438111,2.1418546556188858,74.21886324882507,15.781136751174927,514
60.0,66.77886334044322,6.778863340443223,58.10750126838684,1.8924987316131592,349
70.0,63.24905362504648,6.7509463749535215,77.83867716789246,7.838677167892456,322
60.0,64.87805846181747,4.878058461817474,65.721994638443,5.721994638442993,336
80.0,72.10155869870312,7.898441301296884,78.6021888256073,1.3978111743927002,406
40.0,33.37895661647879,6.6210433835212115,39.11982774734497,0.8801722526550293,126
80.0,73.4683027527783,6.5316972472217,74.91850256919861,5.081497430801392,380
70.0,67.82549983731906,2.1745001626809426,57.500576972961426,12.499423027038574,437
50.0,57.63196523430796,7.6319652343079625,55.652862787246704,5.652862787246704,251
90.0,92.8765114627856,2.8765114627856008,83.78792405128479,6.21207594871521,628
40.0,40.84955228624786,0.8495522862478566,43.19579303264618,3.195793032646179,160
80.0,77.18424892191527,2.8157510780847304,78.68956923484802,1.3104307651519775,472
40.0,47.100285069439735,7.100285069439735,40.860387682914734,0.8603876829147339,218
40.0,41.788123602767115,1.788123602767115,41.49376451969147,1.4937645196914673,170
80.0,73.58643251846786,6.413567481532141,78.72936725616455,1.2706327438354492,419
60.0,66.53268855831516,6.532688558315158,75.89203715324402,15.892037153244019,420
70.0,72.04377343294848,2.043773432948484,69.7802722454071,0.2197277545928955,357
40.0,43.9780301038152,3.9780301038152004,52.037566900253296,12.037566900253296,196
60.0,68.12116780532062,8.121167805320624,65.19827842712402,5.198278427124023,321
80.0,68.73725728549063,11.262742714509372,74.2826759815216,5.7173240184783936,441
70.0,68.81837994477162,1.1816200552283789,70.39876580238342,0.39876580238342285,426
80.0,82.85804062788405,2.8580406278840513,81.00265860557556,1.0026586055755615,523
60.0,68.1050837830603,8.105083783060294,64.96209502220154,4.962095022201538,303
90.0,82.99629188680483,7.003708113195174,74.17389750480652,15.826102495193481,551
70.0,50.499259845598104,19.500740154401896,61.94843053817749,8.05156946182251,229
50.0,58.2784369070876,8.278436907087602,63.41918110847473,13.419181108474731,255
70.0,69.95705191384523,0.042948086154765974,70.29706835746765,0.29706835746765137,371
90.0,75.3028395817089,14.697160418291105,71.4353859424591,18.564614057540894,535
60.0,64.5647445180089,4.564744518008894,62.55937218666077,2.5593721866607666,296
80.0,69.2266152658598,10.773384734140194,67.32010841369629,12.679891586303711,406
60.0,59.415884422353145,0.5841155776468554,65.24381041526794,5.243810415267944,345
70.0,60.118796660254475,9.881203339745525,58.734554052352905,11.265445947647095,321
70.0,67.61873923756328,2.3812607624367246,67.37691760063171,2.623082399368286,387
60.0,61.749233923211555,1.7492339232115555,60.64106822013855,0.6410682201385498,283
70.0,66.66333242769393,3.3366675723060695,71.23183608055115,1.2318360805511475,379
80.0,79.72488877754627,0.2751112224537309,80.87475895881653,0.8747589588165283,456
70.0,74.82764361124637,4.827643611246373,72.31037020683289,2.3103702068328857,463
60.0,62.243077842240275,2.2430778422402753,59.4920814037323,0.5079185962677002,365
60.0,55.67401003302438,4.325989966975619,53.3799946308136,6.620005369186401,257
60.0,57.79874135136571,2.201258648634287,57.91234374046326,2.087656259536743,254
60.0,62.60896498837781,2.6089649883778065,74.75197911262512,14.751979112625122,353
60.0,50.702923271842366,9.297076728157634,55.87572455406189,4.12427544593811,232
70.0,61.58997220786274,8.410027792137257,64.53893780708313,5.46106219291687,362
90.0,81.70873187847542,8.291268121524581,74.63443875312805,15.365561246871948,524
60.0,52.01018190867203,7.989818091327969,47.877237200737,12.122762799263,241
80.0,85.45823145453284,5.458231454532836,78.49661707878113,1.503382921218872,505
50.0,53.75764334758143,3.7576433475814284,35.660162568092346,14.339837431907654,241
40.0,52.96079907062178,12.960799070621782,44.11480724811554,4.1148072481155396,241
60.0,61.734210577772814,1.7342105777728136,55.63731789588928,4.362682104110718,279
50.0,49.71658924834662,0.2834107516533777,49.73349869251251,0.2665013074874878,202
80.0,83.20763979519013,3.2076397951901328,77.28492021560669,2.7150797843933105,524
70.0,80.80951002836167,10.809510028361672,70.1936423778534,0.19364237785339355,542
80.0,80.50665201735693,0.5066520173569273,67.9964005947113,12.003599405288696,558
80.0,70.69447185495753,9.305528145042473,73.82679581642151,6.173204183578491,447
40.0,44.20811622451261,4.208116224512608,41.62933826446533,1.629338264465332,137
60.0,70.70820701307872,10.70820701307872,73.42333197593689,13.42333197593689,442
70.0,62.47159094076729,7.5284090592327075,66.78289771080017,3.217102289199829,360
80.0,66.985609135165,13.014390864834994,71.54974341392517,8.450256586074829,466
60.0,60.367104034669595,0.3671040346695946,59.27707552909851,0.7229244709014893,336
60.0,60.114156867441785,0.11415686744178544,58.48589539527893,1.5141046047210693,324
80.0,73.37501913152632,6.624980868473685,80.20195364952087,0.20195364952087402,408
60.0,62.39443979423534,2.394439794235339,63.53467106819153,3.5346710681915283,266
80.0,93.66369710468676,13.663697104686761,80.79385757446289,0.7938575744628906,652
90.0,84.9659447332071,5.034055266792905,85.85624694824219,4.1437530517578125,559
90.0,74.9248538271316,15.0751461728684,78.5832941532135,11.416705846786499,404
80.0,72.57776836632578,7.422231633674215,70.85911631584167,9.140883684158325,369
60.0,60.102116249587795,0.10211624958779453,60.97054481506348,0.9705448150634766,341
70.0,65.11055288626888,4.889447113731123,72.06899523735046,2.068995237350464,378
60.0,66.87605351252729,6.876053512527292,69.39530968666077,9.395309686660767,395
40.0,39.12857358313963,0.8714264168603734,42.240479588508606,2.240479588508606,166
60.0,57.06546218364733,2.934537816352673,56.12008571624756,3.8799142837524414,240
70.0,72.21657773484365,2.2165777348436535,73.57917428016663,3.579174280166626,430
80.0,77.3027523350319,2.6972476649681028,72.14208245277405,7.857917547225952,513
40.0,45.60914029710628,5.609140297106279,34.57576334476471,5.4242366552352905,158
30.0,39.725498717592664,9.725498717592664,39.75898325443268,9.758983254432678,178
60.0,60.027773130273076,0.027773130273075708,50.45486092567444,9.545139074325562,316
80.0,56.87948572292051,23.120514277079486,65.64123034477234,14.358769655227661,273
40.0,48.90599322882545,8.905993228825452,51.63130164146423,11.631301641464233,206
60.0,59.05695361204154,0.9430463879584607,58.327871561050415,1.672128438949585,254
50.0,47.78744180506237,2.2125581949376283,58.119869232177734,8.119869232177734,219
60.0,60.77003855874112,0.7700385587411205,57.970160245895386,2.0298397541046143,258
80.0,72.46504288591422,7.534957114085785,76.4886736869812,3.511326313018799,516
80.0,69.8891140595365,10.110885940463504,73.1756865978241,6.824313402175903,454
70.0,74.52130592088285,4.5213059208828525,72.56086468696594,2.5608646869659424,428
60.0,61.492893858305365,1.492893858305365,61.181771755218506,1.1817717552185059,351
80.0,70.29026612371034,9.709733876289661,69.62631344795227,10.37368655204773,368
20.0,11.822394448558468,8.177605551441532,24.678035080432892,4.678035080432892,53
60.0,58.07203471435917,1.9279652856408305,60.45806407928467,0.45806407928466797,316
70.0,69.58598149582384,0.4140185041761555,66.96341037750244,3.0365896224975586,403
80.0,77.83481974811745,2.1651802518825463,75.18741488456726,4.812585115432739,706
60.0,60.97378338811527,0.9737833881152724,59.91033911705017,0.0896608829498291,325
50.0,59.60761079521129,9.607610795211293,59.81820225715637,9.818202257156372,311
60.0,61.5477340857972,1.5477340857972024,66.07981324195862,6.079813241958618,379
30.0,32.5809309371152,2.5809309371151983,27.338892221450806,2.6611077785491943,127
60.0,74.55201036698773,14.55201036698773,66.71388745307922,6.713887453079224,396
60.0,60.56770583323101,0.5677058332310096,56.309521198272705,3.690478801727295,302
100.0,80.23965735899411,19.76034264100589,86.76994442939758,13.230055570602417,459
40.0,53.45610679332969,13.456106793329688,49.64015781879425,9.64015781879425,236
60.0,63.19328886663814,3.1932888666381416,58.33346247673035,1.6665375232696533,376
0.0,0.0,0.0,7.631444931030273,7.631444931030273,15
70.0,65.10410687609921,4.895893123900791,70.17517685890198,0.17517685890197754,390
40.0,53.72494777515832,13.72494777515832,52.89766788482666,12.89766788482666,224
30.0,23.322175284745157,6.677824715254843,24.298571050167084,5.701428949832916,93
100.0,88.8733420917124,11.126657908287598,91.59584045410156,8.404159545898438,533
60.0,58.07547111983902,1.9245288801609775,52.37419009208679,7.625809907913208,315
50.0,54.42596799284318,4.4259679928431765,57.89561867713928,7.895618677139282,277
80.0,68.63237273424359,11.367627265756411,73.78953099250793,6.210469007492065,426
50.0,59.25220395843471,9.252203958434713,64.56664204597473,14.566642045974731,259
60.0,64.00622419953702,4.006224199537016,65.53849577903748,5.538495779037476,331
60.0,58.59543978242191,1.4045602175780871,54.796963930130005,5.203036069869995,352
50.0,68.74557306395565,18.745573063955646,61.344873905181885,11.344873905181885,405
50.0,50.13289100460434,0.132891004604339,51.734429597854614,1.7344295978546143,207
50.0,56.81922312527818,6.819223125278178,55.24137616157532,5.241376161575317,239
60.0,64.70693916581361,4.706939165813608,58.76016020774841,1.239839792251587,312
80.0,59.9679774478626,20.0320225521374,63.18771243095398,16.81228756904602,338
60.0,62.756444155781395,2.756444155781395,63.24591040611267,3.245910406112671,377
60.0,61.08595505043978,1.0859550504397788,68.59107613563538,8.591076135635376,332
80.0,62.01056653194605,17.989433468053953,71.1272120475769,8.872787952423096,368
90.0,85.62159000778371,4.378409992216291,79.80307936668396,10.19692063331604,537
60.0,64.34731919011092,4.347319190110923,62.10926175117493,2.1092617511749268,301
60.0,61.555546937146964,1.5555469371469641,56.9735050201416,3.0264949798583984,329
30.0,38.25784604775852,8.25784604775852,34.82533097267151,4.825330972671509,175
60.0,65.09570287613585,5.095702876135846,62.03567385673523,2.0356738567352295,397
80.0,66.93771350830562,13.06228649169438,69.77545022964478,10.224549770355225,358
30.0,28.826462739876288,1.1735372601237124,27.5150328874588,2.4849671125411987,83
50.0,53.87801083636093,3.8780108363609287,49.21652376651764,0.7834762334823608,306
40.0,32.92521821410432,7.074781785895681,31.808355450630188,8.191644549369812,118
